"Analysis","Pool","N","s","Subset_Type","Metric","Observed","Baseline_Mean","Baseline_SD","Baseline_Q025","Baseline_Q975","SES","P_value","Tail","Covariance_Model","Covariance_Param"
"Cricetidae_C512","Cricetidae_C512",512,8,"dispersed","MaxPD",77.5667217162,76.9959341435716,3.1212061621392,76.02500211787,77.566719373938,0.182874037464167,0.001998001998002,"upper",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,8,"clustered","MinPD",0.715231599,18.3296159238285,7.68684442999809,4.32028217693,33.5032024735075,-2.2914974389345,0.001998001998002,"lower",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,8,"clustered","MeanPD",4.1851579266,61.6039332652527,5.63159078616777,47.2994135398321,69.7619812106228,-10.1958358692687,0.000999000999000999,"lower",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,8,"clustered","MeanNND",2.653232724225,35.1349298759577,6.50395038991032,22.6185707592354,48.1882142933804,-4.99414897169604,0.000999000999000999,"lower",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,8,"clustered","MaxPD",5.6498281868,76.9959341435716,3.1212061621392,76.02500211787,77.566719373938,-22.8585047736394,0.000999000999000999,"lower",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,16,"dispersed","MinPD",40.8065467356,9.98123555201653,5.05328720065632,1.4479363044,20.9985019092625,6.10005130513458,0.000999000999000999,"upper",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,16,"dispersed","MeanPD",71.4341880893167,61.9001166032728,3.19728081058725,54.1216095296935,66.7991281819931,2.98193122558187,0.000999000999000999,"upper",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,16,"dispersed","MeanNND",48.2519379634663,27.7036947475977,3.77621792209916,20.5240029734134,35.502882868357,5.44148765769483,0.000999000999000999,"upper",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,16,"dispersed","MaxPD",77.5667217162,77.518924483932,0.267339823316389,76.02500472196,77.56672092556,0.178788299008703,0.001998001998002,"upper",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,16,"clustered","MinPD",1.304499212,9.98123555201653,5.05328720065632,1.4479363044,20.9985019092625,-1.7170479324606,0.020979020979021,"lower",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,16,"clustered","MeanPD",6.1493174033185,61.9001166032728,3.19728081058725,54.1216095296935,66.7991281819931,-17.4369417335334,0.000999000999000999,"lower",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,16,"clustered","MeanNND",3.256299871655,27.7036947475977,3.77621792209916,20.5240029734134,35.502882868357,-6.47404238321941,0.000999000999000999,"lower",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,16,"clustered","MaxPD",7.9758958164,77.518924483932,0.267339823316389,76.02500472196,77.56672092556,-260.12970235725,0.000999000999000999,"lower",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,32,"dispersed","MinPD",32.4425935501,5.22369362152234,2.83590914058936,0.857838825645,11.1352548649425,9.59794499019845,0.000999000999000999,"upper",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,32,"dispersed","MeanPD",67.3393552971753,61.7927945484741,2.15746199603595,57.2242862907138,65.2727875067887,2.57087297894112,0.000999000999000999,"upper",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,32,"dispersed","MeanNND",39.0893953348894,22.3746046290787,2.4804394872022,17.7862766737102,27.4158126061274,6.73864079008999,0.000999000999000999,"upper",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,32,"dispersed","MaxPD",77.5667217162,77.5667185824851,1.2261305739704e-06,77.56671674144,77.566721425,2.55577587526045,0.00999000999000999,"upper",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,32,"clustered","MinPD",1.2108797954,5.22369362152234,2.83590914058936,0.857838825645,11.1352548649425,-1.41500084353492,0.0549450549450549,"lower",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,32,"clustered","MeanPD",9.34075172045657,61.7927945484741,2.15746199603595,57.2242862907138,65.2727875067887,-24.3119197113976,0.000999000999000999,"lower",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,32,"clustered","MeanNND",3.22733594267125,22.3746046290787,2.4804394872022,17.7862766737102,27.4158126061274,-7.71930489947349,0.000999000999000999,"lower",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,32,"clustered","MaxPD",11.3057916626,77.5667185824851,1.2261305739704e-06,77.56671674144,77.566721425,-54040677.4992342,0.000999000999000999,"lower",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,64,"dispersed","MinPD",24.177519781,2.37677722582472,1.50837787036944,0.2195016698,5.7460533029,14.4531042144206,0.000999000999000999,"upper",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,64,"dispersed","MeanPD",64.1132671015651,61.7229367556785,1.41331449771455,58.7915377675319,64.1216713285406,1.6912940111716,0.026973026973027,"upper",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,64,"dispersed","MeanNND",29.8317048439981,18.0983330605639,1.497563061341,14.9590591343747,21.2703794384464,7.83497676079662,0.000999000999000999,"upper",NA,NA
"Cricetidae_C512","Cricetidae_C512",512,64,"dispersed","MaxPD",77.5667217162,77.5667193306586,1.19847470356383e-06,77.5667176205995,77.5667217162,1.99048121046195,0.027972027972028,"upper",NA,NA
