"SubsetID","MinPD","MeanPD","MeanNND","MaxPD"
422,3.1019496303,59.9452282365298,21.865427762417,85.9864917127
423,1.5782429274,67.8084725767879,17.536024042724,85.986491615
424,4.1555489376,66.9248935490982,15.399260365929,85.9864909763
425,3.9020720006,67.2477292616738,17.94077698896,85.9864906698
426,4.5022652461,67.4710350888556,19.721704022096,85.9864912999
427,2.525480646,63.5577523083248,21.572784947933,85.9864901631
428,4.3135470671,68.4723703648791,17.227479447498,85.9864916185
429,4.5574172014,64.5578951281916,11.81607424009,85.9864904403
430,2.6205933702,65.0697223236219,19.6125826227455,85.9864913964
431,2.0706303488,64.7484627807761,22.986979779764,85.9864913965
432,2.7920378384,66.1737186061563,19.505411365095,85.9864906689
433,5.70599453434,67.2797506013859,20.263419629788,85.9864909502
434,0.8948449048,68.403654114629,20.172740423356,85.9864906966
435,5.3173005917,66.5049547318908,18.665828688062,85.9864915781
436,1.9944790548,67.514609963603,13.268707949529,85.98649057114
437,2.107558252,65.2422181830468,17.7435728019,85.9864924069
438,3.6082288442,66.9208046761459,22.016384796039,85.9864920891
439,4.61471636504,67.998674010559,19.702088378515,85.9864912993
440,2.47588211,66.6182487700629,14.480903046784,85.9864912351
441,0.6883504984,62.6239003129356,15.984282146532,85.9864907943
442,2.7920379016,69.3826922446982,19.116955088176,85.9864909513
443,4.61471633334,66.0762066976522,17.702699935053,85.9864912977
444,4.7045914759,65.6947142461547,21.862282559283,85.9864917446
445,2.6168976316,63.8571410094004,20.521219258856,85.9864914274
446,2.525480646,64.6416280624435,24.651320249671,85.9864917735
447,4.136328854,68.053589638475,17.477592763987,85.9864914567
448,6.51100972755,69.0106515862053,21.450178638912,85.9864907922
